,order_item_id,order_id,calendar_id,delivery_id,customer_id,promotion_id,order_number,status,payment_method,product_id,amount_without_vat,cost_without_vat,discount_without_vat,gross_profit_without_vat
5636,5637,884,397,33,46,,ORD_884,Shipment departed from the facility,Debit card,86,100,7,0.0,93.0
5637,5638,884,397,33,46,,ORD_884,Shipment departed from the facility,Debit card,22,21,28,0.0,-7.0
5638,5639,884,397,33,46,,ORD_884,Shipment departed from the facility,Debit card,6,73,1,0.0,72.0
5639,5640,885,382,19,76,,ORD_885,Inbound,Credit card,94,48,18,0.0,30.0
5640,5641,885,382,19,76,,ORD_885,Inbound,Credit card,81,22,7,0.0,15.0
5641,5642,885,382,19,76,,ORD_885,Inbound,Credit card,13,33,19,0.0,14.0
5642,5643,885,382,19,76,,ORD_885,Inbound,Credit card,24,66,18,0.0,48.0
5643,5644,885,382,19,76,,ORD_885,Inbound,Credit card,66,68,2,0.0,66.0
5644,5645,885,382,19,76,,ORD_885,Inbound,Credit card,90,73,23,0.0,50.0
5645,5646,886,195,90,75,,ORD_886,Out for delivery,Mobile payment,56,33,16,0.0,17.0
5646,5647,886,195,90,75,,ORD_886,Out for delivery,Mobile payment,53,40,27,0.0,13.0
5647,5648,886,195,90,75,,ORD_886,Out for delivery,Mobile payment,52,79,19,0.0,60.0
5648,5649,886,195,90,75,,ORD_886,Out for delivery,Mobile payment,29,50,30,0.0,20.0
5649,5650,887,603,98,40,,ORD_887,In transit,Mobile payment,53,40,27,0.0,13.0
5650,5651,887,603,98,40,,ORD_887,In transit,Mobile payment,7,81,2,0.0,79.0
5651,5652,887,603,98,40,,ORD_887,In transit,Mobile payment,55,47,15,0.0,32.0
5652,5653,887,603,98,40,,ORD_887,In transit,Mobile payment,17,75,5,0.0,70.0
5653,5654,887,603,98,40,,ORD_887,In transit,Mobile payment,91,87,14,0.0,73.0
5654,5655,887,603,98,40,,ORD_887,In transit,Mobile payment,4,42,20,0.0,22.0
5655,5656,887,603,98,40,,ORD_887,In transit,Mobile payment,77,20,18,0.0,2.0
5656,5657,888,418,28,64,5.0,ORD_888,Out for delivery,Mobile payment,97,45,10,14.850000000000001,20.15
5657,5658,888,418,28,64,5.0,ORD_888,Out for delivery,Mobile payment,96,34,14,11.22,8.780000000000001
5658,5659,889,658,99,27,,ORD_889,Inbound,Electronic bank transfer,67,58,9,0.0,49.0
5659,5660,889,658,99,27,,ORD_889,Inbound,Electronic bank transfer,16,93,11,0.0,82.0
5660,5661,889,658,99,27,,ORD_889,Inbound,Electronic bank transfer,59,21,13,0.0,8.0
5661,5662,889,658,99,27,,ORD_889,Inbound,Electronic bank transfer,60,90,29,0.0,61.0
5662,5663,889,658,99,27,,ORD_889,Inbound,Electronic bank transfer,14,96,4,0.0,92.0
5663,5664,890,56,60,44,,ORD_890,Out for delivery,Debit card,32,64,26,0.0,38.0
5664,5665,890,56,60,44,,ORD_890,Out for delivery,Debit card,11,54,23,0.0,31.0
5665,5666,890,56,60,44,,ORD_890,Out for delivery,Debit card,55,47,15,0.0,32.0
5666,5667,890,56,60,44,,ORD_890,Out for delivery,Debit card,14,96,4,0.0,92.0
5667,5668,890,56,60,44,,ORD_890,Out for delivery,Debit card,56,33,16,0.0,17.0
5668,5669,890,56,60,44,,ORD_890,Out for delivery,Debit card,11,54,23,0.0,31.0
5669,5670,890,56,60,44,,ORD_890,Out for delivery,Debit card,79,33,8,0.0,25.0
5670,5671,890,56,60,44,,ORD_890,Out for delivery,Debit card,41,68,2,0.0,66.0
5671,5672,890,56,60,44,,ORD_890,Out for delivery,Debit card,29,50,30,0.0,20.0
5672,5673,890,56,60,44,,ORD_890,Out for delivery,Debit card,91,87,14,0.0,73.0
5673,5674,891,598,99,52,,ORD_891,Inbound,Credit card,54,80,30,0.0,50.0
5674,5675,891,598,99,52,,ORD_891,Inbound,Credit card,74,42,5,0.0,37.0
5675,5676,891,598,99,52,,ORD_891,Inbound,Credit card,22,21,28,0.0,-7.0
5676,5677,891,598,99,52,,ORD_891,Inbound,Credit card,20,96,13,0.0,83.0
5677,5678,891,598,99,52,,ORD_891,Inbound,Credit card,39,72,15,0.0,57.0
5678,5679,891,598,99,52,,ORD_891,Inbound,Credit card,100,39,14,0.0,25.0
5679,5680,891,598,99,52,,ORD_891,Inbound,Credit card,86,100,7,0.0,93.0
5680,5681,891,598,99,52,,ORD_891,Inbound,Credit card,46,86,12,0.0,74.0
5681,5682,891,598,99,52,,ORD_891,Inbound,Credit card,87,79,8,0.0,71.0
5682,5683,891,598,99,52,,ORD_891,Inbound,Credit card,84,63,4,0.0,59.0
5683,5684,891,598,99,52,,ORD_891,Inbound,Credit card,75,34,6,0.0,28.0
5684,5685,892,537,94,57,,ORD_892,In transit,Debit card,19,46,27,0.0,19.0
5685,5686,892,537,94,57,,ORD_892,In transit,Debit card,83,73,6,0.0,67.0
5686,5687,892,537,94,57,,ORD_892,In transit,Debit card,5,93,25,0.0,68.0
5687,5688,893,328,98,89,,ORD_893,In transit,Debit card,75,34,6,0.0,28.0
5688,5689,893,328,98,89,,ORD_893,In transit,Debit card,76,83,12,0.0,71.0
5689,5690,893,328,98,89,,ORD_893,In transit,Debit card,83,73,6,0.0,67.0
5690,5691,893,328,98,89,,ORD_893,In transit,Debit card,92,30,18,0.0,12.0
5691,5692,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,66,68,2,17.0,49.0
5692,5693,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,76,83,12,20.75,50.25
5693,5694,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,83,73,6,18.25,48.75
5694,5695,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,57,98,19,24.5,54.5
5695,5696,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,92,30,18,7.5,4.5
5696,5697,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,33,62,30,15.5,16.5
5697,5698,894,207,95,77,1.0,ORD_894,Inbound,Mobile payment,62,37,11,9.25,16.75
5698,5699,895,684,12,69,,ORD_895,In transit,Cash,88,87,16,0.0,71.0
5699,5700,895,684,12,69,,ORD_895,In transit,Cash,7,81,2,0.0,79.0
5700,5701,895,684,12,69,,ORD_895,In transit,Cash,12,45,17,0.0,28.0
5701,5702,895,684,12,69,,ORD_895,In transit,Cash,13,33,19,0.0,14.0
5702,5703,895,684,12,69,,ORD_895,In transit,Cash,100,39,14,0.0,25.0
5703,5704,895,684,12,69,,ORD_895,In transit,Cash,77,20,18,0.0,2.0
5704,5705,895,684,12,69,,ORD_895,In transit,Cash,8,58,2,0.0,56.0
5705,5706,895,684,12,69,,ORD_895,In transit,Cash,6,73,1,0.0,72.0
5706,5707,895,684,12,69,,ORD_895,In transit,Cash,94,48,18,0.0,30.0
5707,5708,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,86,100,7,0.0,93.0
5708,5709,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,21,98,14,0.0,84.0
5709,5710,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,17,75,5,0.0,70.0
5710,5711,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,51,67,29,0.0,38.0
5711,5712,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,35,63,6,0.0,57.0
5712,5713,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,75,34,6,0.0,28.0
5713,5714,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,30,52,18,0.0,34.0
5714,5715,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,45,32,18,0.0,14.0
5715,5716,896,236,95,27,,ORD_896,Inbound,Electronic bank transfer,6,73,1,0.0,72.0
5716,5717,897,617,98,71,,ORD_897,In transit,Debit card,37,98,24,0.0,74.0
5717,5718,897,617,98,71,,ORD_897,In transit,Debit card,38,92,11,0.0,81.0
5718,5719,897,617,98,71,,ORD_897,In transit,Debit card,92,30,18,0.0,12.0
5719,5720,898,651,67,44,7.0,ORD_898,Shipment departed from the facility,Mobile payment,100,39,14,9.75,15.25
5720,5721,898,651,67,44,7.0,ORD_898,Shipment departed from the facility,Mobile payment,42,58,29,14.5,14.5
5721,5722,898,651,67,44,7.0,ORD_898,Shipment departed from the facility,Mobile payment,33,62,30,15.5,16.5
5722,5723,898,651,67,44,7.0,ORD_898,Shipment departed from the facility,Mobile payment,62,37,11,9.25,16.75
5723,5724,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,45,32,18,0.0,14.0
5724,5725,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,77,20,18,0.0,2.0
5725,5726,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,95,73,1,0.0,72.0
5726,5727,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,50,47,4,0.0,43.0
5727,5728,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,35,63,6,0.0,57.0
5728,5729,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,12,45,17,0.0,28.0
5729,5730,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,88,87,16,0.0,71.0
5730,5731,899,57,64,99,,ORD_899,Shipment departed from the facility,Credit card,56,33,16,0.0,17.0
5731,5732,900,422,1,75,,ORD_900,Out for delivery,Mobile payment,52,79,19,0.0,60.0
5732,5733,900,422,1,75,,ORD_900,Out for delivery,Mobile payment,6,73,1,0.0,72.0
5733,5734,901,239,63,71,,ORD_901,Delivered,Credit card,11,54,23,0.0,31.0
5734,5735,901,239,63,71,,ORD_901,Delivered,Credit card,93,80,8,0.0,72.0
5735,5736,901,239,63,71,,ORD_901,Delivered,Credit card,88,87,16,0.0,71.0
5736,5737,901,239,63,71,,ORD_901,Delivered,Credit card,18,44,6,0.0,38.0
5737,5738,901,239,63,71,,ORD_901,Delivered,Credit card,80,24,21,0.0,3.0
5738,5739,901,239,63,71,,ORD_901,Delivered,Credit card,82,93,23,0.0,70.0
5739,5740,901,239,63,71,,ORD_901,Delivered,Credit card,16,93,11,0.0,82.0
5740,5741,901,239,63,71,,ORD_901,Delivered,Credit card,91,87,14,0.0,73.0
5741,5742,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,28,32,28,0.0,4.0
5742,5743,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,52,79,19,0.0,60.0
5743,5744,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,32,64,26,0.0,38.0
5744,5745,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,71,30,24,0.0,6.0
5745,5746,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,51,67,29,0.0,38.0
5746,5747,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,97,45,10,0.0,35.0
5747,5748,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,13,33,19,0.0,14.0
5748,5749,902,398,39,63,,ORD_902,Out for delivery,Mobile payment,7,81,2,0.0,79.0
5749,5750,903,482,69,77,,ORD_903,Inbound,Mobile payment,14,96,4,0.0,92.0
5750,5751,903,482,69,77,,ORD_903,Inbound,Mobile payment,34,89,10,0.0,79.0
5751,5752,903,482,69,77,,ORD_903,Inbound,Mobile payment,98,86,20,0.0,66.0
5752,5753,903,482,69,77,,ORD_903,Inbound,Mobile payment,35,63,6,0.0,57.0
5753,5754,903,482,69,77,,ORD_903,Inbound,Mobile payment,37,98,24,0.0,74.0
5754,5755,903,482,69,77,,ORD_903,Inbound,Mobile payment,79,33,8,0.0,25.0
5755,5756,904,447,61,7,,ORD_904,Delivered,Cash,73,39,29,0.0,10.0
5756,5757,904,447,61,7,,ORD_904,Delivered,Cash,93,80,8,0.0,72.0
5757,5758,904,447,61,7,,ORD_904,Delivered,Cash,73,39,29,0.0,10.0
5758,5759,904,447,61,7,,ORD_904,Delivered,Cash,19,46,27,0.0,19.0
5759,5760,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,22,21,28,0.0,-7.0
5760,5761,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,11,54,23,0.0,31.0
5761,5762,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,60,90,29,0.0,61.0
5762,5763,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,45,32,18,0.0,14.0
5763,5764,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,94,48,18,0.0,30.0
5764,5765,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,98,86,20,0.0,66.0
5765,5766,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,67,58,9,0.0,49.0
5766,5767,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,37,98,24,0.0,74.0
5767,5768,905,642,67,30,,ORD_905,Shipment departed from the facility,Electronic bank transfer,21,98,14,0.0,84.0
5768,5769,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,97,45,10,0.0,35.0
5769,5770,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,20,96,13,0.0,83.0
5770,5771,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,47,64,19,0.0,45.0
5771,5772,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,99,36,23,0.0,13.0
5772,5773,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,40,60,3,0.0,57.0
5773,5774,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,35,63,6,0.0,57.0
5774,5775,906,561,83,8,,ORD_906,Delivered,Electronic bank transfer,92,30,18,0.0,12.0
5775,5776,907,284,42,89,,ORD_907,Inbound,Electronic bank transfer,43,43,14,0.0,29.0
5776,5777,907,284,42,89,,ORD_907,Inbound,Electronic bank transfer,76,83,12,0.0,71.0
5777,5778,907,284,42,89,,ORD_907,Inbound,Electronic bank transfer,35,63,6,0.0,57.0
5778,5779,907,284,42,89,,ORD_907,Inbound,Electronic bank transfer,66,68,2,0.0,66.0
5779,5780,908,706,93,20,,ORD_908,Info received,Cash,81,22,7,0.0,15.0
5780,5781,908,706,93,20,,ORD_908,Info received,Cash,48,90,21,0.0,69.0
5781,5782,908,706,93,20,,ORD_908,Info received,Cash,12,45,17,0.0,28.0
5782,5783,908,706,93,20,,ORD_908,Info received,Cash,16,93,11,0.0,82.0
5783,5784,908,706,93,20,,ORD_908,Info received,Cash,20,96,13,0.0,83.0
5784,5785,908,706,93,20,,ORD_908,Info received,Cash,42,58,29,0.0,29.0
5785,5786,908,706,93,20,,ORD_908,Info received,Cash,33,62,30,0.0,32.0
5786,5787,908,706,93,20,,ORD_908,Info received,Cash,91,87,14,0.0,73.0
5787,5788,908,706,93,20,,ORD_908,Info received,Cash,90,73,23,0.0,50.0
5788,5789,908,706,93,20,,ORD_908,Info received,Cash,96,34,14,0.0,20.0
5789,5790,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,10,96,23,0.0,73.0
5790,5791,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,87,79,8,0.0,71.0
5791,5792,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,44,91,27,0.0,64.0
5792,5793,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,6,73,1,0.0,72.0
5793,5794,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,54,80,30,0.0,50.0
5794,5795,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,61,63,4,0.0,59.0
5795,5796,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,70,35,3,0.0,32.0
5796,5797,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,53,40,27,0.0,13.0
5797,5798,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,11,54,23,0.0,31.0
5798,5799,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,95,73,1,0.0,72.0
5799,5800,909,629,33,64,,ORD_909,Shipment departed from the facility,Debit card,19,46,27,0.0,19.0
5800,5801,910,435,61,44,,ORD_910,Delivered,Debit card,14,96,4,0.0,92.0
5801,5802,910,435,61,44,,ORD_910,Delivered,Debit card,56,33,16,0.0,17.0
5802,5803,910,435,61,44,,ORD_910,Delivered,Debit card,39,72,15,0.0,57.0
5803,5804,910,435,61,44,,ORD_910,Delivered,Debit card,52,79,19,0.0,60.0
5804,5805,910,435,61,44,,ORD_910,Delivered,Debit card,3,35,18,0.0,17.0
5805,5806,910,435,61,44,,ORD_910,Delivered,Debit card,78,91,13,0.0,78.0
5806,5807,911,455,46,10,,ORD_911,Info received,Credit card,58,79,6,0.0,73.0
5807,5808,911,455,46,10,,ORD_911,Info received,Credit card,1,22,27,0.0,-5.0
5808,5809,911,455,46,10,,ORD_911,Info received,Credit card,99,36,23,0.0,13.0
5809,5810,911,455,46,10,,ORD_911,Info received,Credit card,96,34,14,0.0,20.0
5810,5811,911,455,46,10,,ORD_911,Info received,Credit card,32,64,26,0.0,38.0
5811,5812,911,455,46,10,,ORD_911,Info received,Credit card,84,63,4,0.0,59.0
5812,5813,911,455,46,10,,ORD_911,Info received,Credit card,91,87,14,0.0,73.0
5813,5814,911,455,46,10,,ORD_911,Info received,Credit card,86,100,7,0.0,93.0
5814,5815,911,455,46,10,,ORD_911,Info received,Credit card,2,76,27,0.0,49.0
5815,5816,912,167,52,77,,ORD_912,In transit,Mobile payment,87,79,8,0.0,71.0
5816,5817,912,167,52,77,,ORD_912,In transit,Mobile payment,16,93,11,0.0,82.0
5817,5818,913,181,34,82,,ORD_913,Info received,Credit card,41,68,2,0.0,66.0
5818,5819,913,181,34,82,,ORD_913,Info received,Credit card,17,75,5,0.0,70.0
5819,5820,913,181,34,82,,ORD_913,Info received,Credit card,18,44,6,0.0,38.0
5820,5821,913,181,34,82,,ORD_913,Info received,Credit card,65,74,20,0.0,54.0
5821,5822,913,181,34,82,,ORD_913,Info received,Credit card,94,48,18,0.0,30.0
5822,5823,913,181,34,82,,ORD_913,Info received,Credit card,81,22,7,0.0,15.0
5823,5824,913,181,34,82,,ORD_913,Info received,Credit card,60,90,29,0.0,61.0
5824,5825,913,181,34,82,,ORD_913,Info received,Credit card,82,93,23,0.0,70.0
5825,5826,913,181,34,82,,ORD_913,Info received,Credit card,57,98,19,0.0,79.0
5826,5827,913,181,34,82,,ORD_913,Info received,Credit card,84,63,4,0.0,59.0
5827,5828,914,636,19,63,,ORD_914,Inbound,Mobile payment,53,40,27,0.0,13.0
5828,5829,914,636,19,63,,ORD_914,Inbound,Mobile payment,10,96,23,0.0,73.0
5829,5830,914,636,19,63,,ORD_914,Inbound,Mobile payment,94,48,18,0.0,30.0
5830,5831,914,636,19,63,,ORD_914,Inbound,Mobile payment,73,39,29,0.0,10.0
5831,5832,914,636,19,63,,ORD_914,Inbound,Mobile payment,78,91,13,0.0,78.0
5832,5833,914,636,19,63,,ORD_914,Inbound,Mobile payment,13,33,19,0.0,14.0
5833,5834,914,636,19,63,,ORD_914,Inbound,Mobile payment,98,86,20,0.0,66.0
5834,5835,914,636,19,63,,ORD_914,Inbound,Mobile payment,2,76,27,0.0,49.0
5835,5836,914,636,19,63,,ORD_914,Inbound,Mobile payment,72,46,19,0.0,27.0
5836,5837,914,636,19,63,,ORD_914,Inbound,Mobile payment,10,96,23,0.0,73.0
5837,5838,914,636,19,63,,ORD_914,Inbound,Mobile payment,62,37,11,0.0,26.0
5838,5839,915,31,92,44,,ORD_915,Inbound,Mobile payment,23,78,24,0.0,54.0
5839,5840,915,31,92,44,,ORD_915,Inbound,Mobile payment,84,63,4,0.0,59.0
5840,5841,915,31,92,44,,ORD_915,Inbound,Mobile payment,91,87,14,0.0,73.0
5841,5842,915,31,92,44,,ORD_915,Inbound,Mobile payment,52,79,19,0.0,60.0
5842,5843,915,31,92,44,,ORD_915,Inbound,Mobile payment,9,95,25,0.0,70.0
5843,5844,915,31,92,44,,ORD_915,Inbound,Mobile payment,88,87,16,0.0,71.0
5844,5845,915,31,92,44,,ORD_915,Inbound,Mobile payment,94,48,18,0.0,30.0
5845,5846,915,31,92,44,,ORD_915,Inbound,Mobile payment,88,87,16,0.0,71.0
5846,5847,915,31,92,44,,ORD_915,Inbound,Mobile payment,98,86,20,0.0,66.0
5847,5848,915,31,92,44,,ORD_915,Inbound,Mobile payment,23,78,24,0.0,54.0
5848,5849,915,31,92,44,,ORD_915,Inbound,Mobile payment,66,68,2,0.0,66.0
5849,5850,916,533,86,46,,ORD_916,Inbound,Cash,44,91,27,0.0,64.0
5850,5851,916,533,86,46,,ORD_916,Inbound,Cash,80,24,21,0.0,3.0
5851,5852,916,533,86,46,,ORD_916,Inbound,Cash,78,91,13,0.0,78.0
5852,5853,916,533,86,46,,ORD_916,Inbound,Cash,60,90,29,0.0,61.0
5853,5854,917,79,39,99,,ORD_917,Out for delivery,Mobile payment,49,38,15,0.0,23.0
5854,5855,917,79,39,99,,ORD_917,Out for delivery,Mobile payment,99,36,23,0.0,13.0
5855,5856,917,79,39,99,,ORD_917,Out for delivery,Mobile payment,69,21,15,0.0,6.0
5856,5857,917,79,39,99,,ORD_917,Out for delivery,Mobile payment,23,78,24,0.0,54.0
5857,5858,918,195,93,20,,ORD_918,Info received,Mobile payment,90,73,23,0.0,50.0
5858,5859,918,195,93,20,,ORD_918,Info received,Mobile payment,66,68,2,0.0,66.0
5859,5860,918,195,93,20,,ORD_918,Info received,Mobile payment,47,64,19,0.0,45.0
5860,5861,918,195,93,20,,ORD_918,Info received,Mobile payment,23,78,24,0.0,54.0
5861,5862,918,195,93,20,,ORD_918,Info received,Mobile payment,49,38,15,0.0,23.0
5862,5863,918,195,93,20,,ORD_918,Info received,Mobile payment,71,30,24,0.0,6.0
5863,5864,919,72,83,63,,ORD_919,Delivered,Credit card,15,98,30,0.0,68.0
5864,5865,919,72,83,63,,ORD_919,Delivered,Credit card,53,40,27,0.0,13.0
5865,5866,919,72,83,63,,ORD_919,Delivered,Credit card,70,35,3,0.0,32.0
5866,5867,919,72,83,63,,ORD_919,Delivered,Credit card,86,100,7,0.0,93.0
5867,5868,919,72,83,63,,ORD_919,Delivered,Credit card,50,47,4,0.0,43.0
5868,5869,920,60,76,44,10.0,ORD_920,In transit,Cash,12,45,17,9.0,19.0
5869,5870,920,60,76,44,10.0,ORD_920,In transit,Cash,92,30,18,6.0,6.0
5870,5871,920,60,76,44,10.0,ORD_920,In transit,Cash,29,50,30,10.0,10.0
5871,5872,920,60,76,44,10.0,ORD_920,In transit,Cash,59,21,13,4.2,3.8000000000000007
5872,5873,920,60,76,44,10.0,ORD_920,In transit,Cash,13,33,19,6.6000000000000005,7.399999999999999
5873,5874,920,60,76,44,10.0,ORD_920,In transit,Cash,92,30,18,6.0,6.0
5874,5875,920,60,76,44,10.0,ORD_920,In transit,Cash,55,47,15,9.4,22.6
5875,5876,920,60,76,44,10.0,ORD_920,In transit,Cash,53,40,27,8.0,5.0
5876,5877,920,60,76,44,10.0,ORD_920,In transit,Cash,23,78,24,15.600000000000001,38.4
5877,5878,921,233,1,22,,ORD_921,Out for delivery,Electronic bank transfer,73,39,29,0.0,10.0
5878,5879,921,233,1,22,,ORD_921,Out for delivery,Electronic bank transfer,30,52,18,0.0,34.0
5879,5880,921,233,1,22,,ORD_921,Out for delivery,Electronic bank transfer,68,99,6,0.0,93.0
5880,5881,921,233,1,22,,ORD_921,Out for delivery,Electronic bank transfer,65,74,20,0.0,54.0
5881,5882,922,487,16,95,,ORD_922,Info received,Credit card,33,62,30,0.0,32.0
5882,5883,922,487,16,95,,ORD_922,Info received,Credit card,89,40,15,0.0,25.0
5883,5884,922,487,16,95,,ORD_922,Info received,Credit card,60,90,29,0.0,61.0
5884,5885,922,487,16,95,,ORD_922,Info received,Credit card,60,90,29,0.0,61.0
5885,5886,922,487,16,95,,ORD_922,Info received,Credit card,28,32,28,0.0,4.0
5886,5887,922,487,16,95,,ORD_922,Info received,Credit card,37,98,24,0.0,74.0
5887,5888,922,487,16,95,,ORD_922,Info received,Credit card,17,75,5,0.0,70.0
5888,5889,922,487,16,95,,ORD_922,Info received,Credit card,46,86,12,0.0,74.0
5889,5890,922,487,16,95,,ORD_922,Info received,Credit card,74,42,5,0.0,37.0
5890,5891,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,48,90,21,0.0,69.0
5891,5892,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,16,93,11,0.0,82.0
5892,5893,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,20,96,13,0.0,83.0
5893,5894,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,29,50,30,0.0,20.0
5894,5895,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,70,35,3,0.0,32.0
5895,5896,923,689,72,89,,ORD_923,In transit,Electronic bank transfer,81,22,7,0.0,15.0
5896,5897,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,75,34,6,0.0,28.0
5897,5898,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,66,68,2,0.0,66.0
5898,5899,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,82,93,23,0.0,70.0
5899,5900,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,99,36,23,0.0,13.0
5900,5901,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,24,66,18,0.0,48.0
5901,5902,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,51,67,29,0.0,38.0
5902,5903,924,381,34,52,,ORD_924,Info received,Electronic bank transfer,74,42,5,0.0,37.0
5903,5904,925,559,79,28,,ORD_925,Delivered,Mobile payment,68,99,6,0.0,93.0
5904,5905,925,559,79,28,,ORD_925,Delivered,Mobile payment,57,98,19,0.0,79.0
5905,5906,925,559,79,28,,ORD_925,Delivered,Mobile payment,35,63,6,0.0,57.0
5906,5907,925,559,79,28,,ORD_925,Delivered,Mobile payment,68,99,6,0.0,93.0
5907,5908,925,559,79,28,,ORD_925,Delivered,Mobile payment,89,40,15,0.0,25.0
5908,5909,926,649,72,96,,ORD_926,In transit,Electronic bank transfer,26,38,10,0.0,28.0
5909,5910,926,649,72,96,,ORD_926,In transit,Electronic bank transfer,19,46,27,0.0,19.0
5910,5911,926,649,72,96,,ORD_926,In transit,Electronic bank transfer,43,43,14,0.0,29.0
5911,5912,926,649,72,96,,ORD_926,In transit,Electronic bank transfer,8,58,2,0.0,56.0
5912,5913,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,12,45,17,0.0,28.0
5913,5914,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,60,90,29,0.0,61.0
5914,5915,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,77,20,18,0.0,2.0
5915,5916,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,35,63,6,0.0,57.0
5916,5917,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,51,67,29,0.0,38.0
5917,5918,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,7,81,2,0.0,79.0
5918,5919,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,32,64,26,0.0,38.0
5919,5920,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,8,58,2,0.0,56.0
5920,5921,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,73,39,29,0.0,10.0
5921,5922,927,33,35,63,,ORD_927,Shipment departed from the facility,Debit card,5,93,25,0.0,68.0
5922,5923,928,414,86,22,,ORD_928,Inbound,Mobile payment,47,64,19,0.0,45.0
5923,5924,928,414,86,22,,ORD_928,Inbound,Mobile payment,73,39,29,0.0,10.0
5924,5925,928,414,86,22,,ORD_928,Inbound,Mobile payment,52,79,19,0.0,60.0
5925,5926,929,41,4,44,,ORD_929,Out for delivery,Electronic bank transfer,77,20,18,0.0,2.0
5926,5927,929,41,4,44,,ORD_929,Out for delivery,Electronic bank transfer,8,58,2,0.0,56.0
5927,5928,929,41,4,44,,ORD_929,Out for delivery,Electronic bank transfer,67,58,9,0.0,49.0
